id,person_id,risk_score,risk_level,risk_factors,total_monetary_amount,average_case_value,financial_risk_level,primary_subject_matter,subject_matter_categories,legal_issues,financial_terms,case_complexity_score,success_rate,last_updated,created_at
3513,44872,118,High,"['land', 'contract', 'breach', 'commercial', 'real estate', 'fraud', 'business', 'property', 'ownership']",304321.70,307.09,High,Property Dispute,"['Property Dispute', 'Administrative', 'Contract Dispute', 'Commercial', 'Employment', 'Constitutional', 'Tort', 'Fraud']","['property dispute', 'negligence', 'fraud', 'wrongful dismissal']","['refund', 'loss', 'payment', 'damages', 'investment', 'profit', 'fine', 'debt', 'compensation']",10,100.00,2025-09-15 09:01:42+00:00,2025-09-15 09:01:42+00:00
3514,44874,4,Low,['land'],139984.00,2089.31,High,Commercial,"['Property Dispute', 'Commercial', 'Administrative']",[],['loan'],7,100.00,2025-09-15 09:01:42+00:00,2025-09-15 09:01:42+00:00
3515,44876,13,Low,"['contract', 'breach', 'commercial', 'land']",37653.00,68.84,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['breach of contract'],"['loss', 'damages', 'loan', 'fine', 'debt', 'compensation']",7,100.00,2025-09-15 09:01:43+00:00,2025-09-15 09:01:43+00:00
3516,44880,8,Low,['property'],8450.00,72.22,Low,Property Dispute,"['Property Dispute', 'Administrative']",['property dispute'],"['debt', 'mortgage']",10,50.00,2025-09-15 09:01:43+00:00,2025-09-15 09:01:43+00:00
3517,44881,54,High,"['custody', 'family', 'property', 'land', 'boundary', 'ownership', 'fraud', 'breach', 'criminal']",158895.00,328.30,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['property dispute', 'fraud']","['payment', 'damages', 'fine', 'settlement']",10,66.67,2025-09-15 09:01:43+00:00,2025-09-15 09:01:43+00:00
3518,44883,32,Medium,"['fraud', 'contract', 'breach', 'property', 'ownership']",457086.00,2125.98,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial']",['fraud'],"['refund', 'loss', 'damages', 'payment', 'fine', 'penalty', 'settlement']",2,100.00,2025-09-15 09:01:44+00:00,2025-09-15 09:01:44+00:00
3519,44886,10,Low,"['contract', 'breach', 'land']",9683.00,62.07,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",[],['debt'],5,100.00,2025-09-15 09:01:44+00:00,2025-09-15 09:01:44+00:00
3520,44887,45,Medium,"['assault', 'domestic violence', 'violence', 'divorce', 'domestic', 'land']",72540.00,665.50,Medium,Property Dispute,"['Property Dispute', 'Family Law', 'Criminal', 'Commercial', 'Constitutional']",[],"['compensation', 'fine', 'settlement']",4,100.00,2025-09-15 09:01:44+00:00,2025-09-15 09:01:44+00:00
3521,44889,10,Low,"['divorce', 'property', 'land']",7976.00,76.69,Low,Property Dispute,"['Property Dispute', 'Family Law', 'Employment']",['property dispute'],"['loss', 'fine', 'settlement']",7,100.00,2025-09-15 09:01:44+00:00,2025-09-15 09:01:44+00:00
3522,44891,12,Low,"['criminal', 'custody']",343.00,85.75,Low,Unknown,[],[],[],5,100.00,2025-09-15 09:01:45+00:00,2025-09-15 09:01:45+00:00
3523,44894,10,Low,"['contract', 'breach', 'property']",614485.00,3793.12,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",[],"['refund', 'loss', 'payment', 'damages', 'mortgage', 'loan', 'debt']",7,100.00,2025-09-15 09:01:45+00:00,2025-09-15 09:01:45+00:00
3524,44895,44,Medium,"['fraud', 'business', 'commercial', 'custody', 'family', 'property', 'land', 'boundary', 'ownership']",32421.55,101.63,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['damages', 'fine']",5,100.00,2025-09-15 09:01:45+00:00,2025-09-15 09:01:45+00:00
3525,44896,20,Medium,"['contract', 'commercial', 'family', 'property', 'land', 'ownership']",8588.24,85.03,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['property dispute'],"['payment', 'damages', 'compensation']",7,100.00,2025-09-15 09:01:45+00:00,2025-09-15 09:01:45+00:00
3526,44897,22,Medium,"['property', 'land', 'real estate', 'family']",111602.60,2277.60,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['property dispute'],['damages'],4,100.00,2025-09-15 09:01:45+00:00,2025-09-15 09:01:45+00:00
3527,44899,24,Medium,"['criminal', 'drug', 'ownership']",4354.66,54.43,Low,Property Dispute,"['Property Dispute', 'Administrative']",[],"['penalty', 'fine']",2,0.00,2025-09-15 09:01:46+00:00,2025-09-15 09:01:46+00:00
3528,44900,15,Low,"['business', 'commercial', 'partnership', 'family', 'land']",398636.00,2476.00,High,Commercial,"['Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['human rights'],"['payment', 'investment', 'fine', 'debt', 'compensation', 'settlement']",10,100.00,2025-09-15 09:01:46+00:00,2025-09-15 09:01:46+00:00
3529,44901,13,Low,"['breach', 'family', 'property', 'land']",3083.00,55.05,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],[],5,100.00,2025-09-15 09:01:46+00:00,2025-09-15 09:01:46+00:00
3530,44902,33,Medium,"['business', 'property', 'land']",17436.00,113.96,Medium,Property Dispute,"['Property Dispute', 'Family Law', 'Commercial']",[],['penalty'],6,0.00,2025-09-15 09:01:46+00:00,2025-09-15 09:01:46+00:00
3531,44903,7,Low,"['commercial', 'land']",17803.00,71.50,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['investment', 'compensation', 'fine', 'settlement']",5,100.00,2025-09-15 09:01:46+00:00,2025-09-15 09:01:46+00:00
3532,44905,27,Medium,"['criminal', 'contract', 'breach', 'business', 'property', 'land']",141643.00,1445.34,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",['breach of contract'],"['refund', 'loss', 'payment', 'damages', 'profit']",5,100.00,2025-09-15 09:01:46+00:00,2025-09-15 09:01:46+00:00
3533,44907,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",19584.23,94.61,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['property dispute'],"['damages', 'settlement']",5,100.00,2025-09-15 09:01:47+00:00,2025-09-15 09:01:47+00:00
3534,44908,14,Low,"['family', 'property', 'land', 'ownership']",8422.21,89.60,Low,Property Dispute,"['Property Dispute', 'Commercial', 'Constitutional']",[],"['payment', 'compensation']",8,0.00,2025-09-15 09:01:47+00:00,2025-09-15 09:01:47+00:00
3535,44910,57,High,"['criminal', 'assault', 'robbery', 'violence', 'business', 'custody', 'land']",25685.00,68.49,Medium,Property Dispute,"['Property Dispute', 'Criminal', 'Commercial', 'Constitutional', 'Administrative']",[],[],10,100.00,2025-09-15 09:01:47+00:00,2025-09-15 09:01:47+00:00
3536,44913,24,Medium,"['property', 'land', 'boundary']",31800.00,75.36,Medium,Property Dispute,"['Property Dispute', 'Employment', 'Constitutional', 'Administrative']",[],['fine'],10,100.00,2025-09-15 09:01:48+00:00,2025-09-15 09:01:48+00:00
3537,44914,0,Low,[],3464.00,72.17,Low,Fraud,"['Fraud', 'Employment', 'Constitutional', 'Administrative']",[],"['loss', 'fine']",10,100.00,2025-09-15 09:01:48+00:00,2025-09-15 09:01:48+00:00
3538,44917,3,Low,['contract'],9679.00,67.69,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional']",['human rights'],['damages'],9,100.00,2025-09-15 09:01:48+00:00,2025-09-15 09:01:48+00:00
3539,44918,14,Low,"['contract', 'breach', 'business', 'commercial', 'custody']",918240.01,1847.57,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],"['debt', 'payment', 'damages']",4,100.00,2025-09-15 09:01:48+00:00,2025-09-15 09:01:48+00:00
3540,44919,64,High,"['fraud', 'family', 'property', 'land', 'ownership']",33424.08,73.30,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Tort', 'Administrative']","['property dispute', 'fraud']",['damages'],10,100.00,2025-09-15 09:01:48+00:00,2025-09-15 09:01:48+00:00
3541,44920,11,Low,"['contract', 'property', 'land']",66233.00,513.43,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",[],"['refund', 'payment', 'fine']",2,100.00,2025-09-15 09:01:49+00:00,2025-09-15 09:01:49+00:00
3542,44922,4,Low,['family'],18102.00,135.09,Medium,Constitutional,"['Family Law', 'Employment', 'Constitutional']",[],"['loss', 'settlement']",10,100.00,2025-09-15 09:01:49+00:00,2025-09-15 09:01:49+00:00
3543,44923,36,Medium,"['criminal', 'fraud', 'contract', 'business', 'custody']",576621.00,1642.79,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']",['fraud'],"['loss', 'payment', 'damages', 'profit', 'fine', 'debt', 'settlement']",7,100.00,2025-09-15 09:01:49+00:00,2025-09-15 09:01:49+00:00
3544,44924,39,Medium,"['contract', 'family', 'property', 'land', 'boundary', 'ownership']",178059.12,451.93,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative', 'Fraud', 'Employment', 'Tort']","['property dispute', 'negligence']","['loss', 'damages', 'investment', 'fine', 'settlement']",10,100.00,2025-09-15 09:01:49+00:00,2025-09-15 09:01:49+00:00
3545,44927,90,High,"['criminal', 'fraud', 'family', 'property', 'land', 'ownership']",64761.00,97.68,Medium,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Contract Dispute', 'Family Law', 'Constitutional']","['property dispute', 'fraud']","['loss', 'settlement']",10,100.00,2025-09-15 09:01:50+00:00,2025-09-15 09:01:50+00:00
3546,44928,14,Low,"['divorce', 'custody', 'family', 'property', 'land']",184148.68,390.97,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],"['payment', 'damages']",7,100.00,2025-09-15 09:01:50+00:00,2025-09-15 09:01:50+00:00
3547,44931,20,Medium,"['property', 'land']",12708.00,51.24,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",['property dispute'],"['payment', 'damages', 'fine']",10,100.00,2025-09-15 09:01:50+00:00,2025-09-15 09:01:50+00:00
3548,44933,12,Low,"['contract', 'breach', 'domestic', 'land']",13728.13,84.22,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['discrimination', 'breach of contract', 'human rights', 'constitutional rights', 'wrongful dismissal']",['damages'],10,100.00,2025-09-15 09:01:50+00:00,2025-09-15 09:01:50+00:00
3549,44934,12,Low,"['contract', 'breach']",2252.00,59.26,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial']",[],['loss'],10,0.00,2025-09-15 09:01:50+00:00,2025-09-15 09:01:50+00:00
3550,44935,3,Low,['breach'],21333.00,88.89,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",[],[],5,100.00,2025-09-15 09:01:51+00:00,2025-09-15 09:01:51+00:00
3551,44937,10,Low,"['family', 'property', 'land']",17728.02,188.60,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],"['damages', 'fine']",4,100.00,2025-09-15 09:01:51+00:00,2025-09-15 09:01:51+00:00
3552,44939,14,Low,"['family', 'property', 'land', 'ownership']",31438.96,288.43,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",[],"['damages', 'compensation', 'settlement']",2,100.00,2025-09-15 09:01:51+00:00,2025-09-15 09:01:51+00:00
3553,44941,40,Medium,"['divorce', 'family', 'property', 'land', 'boundary', 'ownership']",921566.00,2425.17,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Administrative']",['property dispute'],['damages'],10,100.00,2025-09-15 09:01:51+00:00,2025-09-15 09:01:51+00:00
3554,44942,21,Medium,"['contract', 'divorce', 'custody', 'family', 'property', 'land', 'ownership']",65361.00,230.14,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Employment', 'Constitutional']",['property dispute'],"['loan', 'settlement']",9,100.00,2025-09-15 09:01:51+00:00,2025-09-15 09:01:51+00:00
3555,44943,31,Medium,"['assault', 'property', 'land', 'boundary']",24569.00,85.91,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Criminal', 'Commercial', 'Employment', 'Administrative']","['discrimination', 'property dispute']","['payment', 'damages', 'fine']",5,100.00,2025-09-15 09:01:52+00:00,2025-09-15 09:01:52+00:00
3556,44944,28,Medium,"['fraud', 'family', 'property', 'land']",27063.00,128.87,Medium,Property Dispute,"['Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional']",['fraud'],[],5,100.00,2025-09-15 09:01:52+00:00,2025-09-15 09:01:52+00:00
3557,44945,44,Medium,"['criminal', 'murder', 'manslaughter', 'custody', 'land']",3089.00,60.57,Low,Criminal,"['Property Dispute', 'Criminal']",[],[],7,0.00,2025-09-15 09:01:52+00:00,2025-09-15 09:01:52+00:00
3558,44946,0,Low,[],477.00,36.69,Low,Contract Dispute,"['Contract Dispute', 'Administrative']",[],[],2,0.00,2025-09-15 09:01:52+00:00,2025-09-15 09:01:52+00:00
3559,44949,35,Medium,"['criminal', 'robbery', 'business', 'family', 'domestic', 'property', 'land']",120346.34,105.47,High,Property Dispute,"['Property Dispute', 'Criminal', 'Employment', 'Administrative', 'Commercial', 'Constitutional']",[],"['debt', 'investment']",10,100.00,2025-09-15 09:01:52+00:00,2025-09-15 09:01:52+00:00
3560,44950,19,Low,"['contract', 'breach', 'business', 'commercial', 'property']",100540.00,178.58,High,Commercial,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Constitutional', 'Administrative', 'Employment', 'Tort']",[],"['damages', 'profit', 'fine', 'penalty', 'compensation']",10,100.00,2025-09-15 09:01:52+00:00,2025-09-15 09:01:52+00:00
3561,44951,37,Medium,"['fraud', 'contract', 'breach', 'business', 'family', 'property', 'land']",24540.00,108.11,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional']","['breach of contract', 'fraud']","['refund', 'payment', 'damages', 'loan', 'mortgage', 'compensation']",9,100.00,2025-09-15 09:01:53+00:00,2025-09-15 09:01:53+00:00
3562,44954,84,High,"['criminal', 'robbery', 'breach', 'business', 'custody']",280125.00,897.84,High,Contract Dispute,"['Contract Dispute', 'Criminal', 'Commercial', 'Constitutional']",[],['compensation'],10,100.00,2025-09-15 09:01:53+00:00,2025-09-15 09:01:53+00:00
3563,44955,81,High,"['divorce', 'custody', 'property', 'land', 'business', 'alimony', 'family', 'ownership']",925753.00,996.50,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Commercial', 'Constitutional', 'Employment', 'Administrative']",['property dispute'],"['payment', 'profit', 'fine', 'mortgage', 'compensation', 'settlement']",10,100.00,2025-09-15 09:01:53+00:00,2025-09-15 09:01:53+00:00
3564,44956,41,Medium,"['criminal', 'assault', 'robbery', 'custody']",21038.00,85.52,Medium,Criminal,"['Criminal', 'Constitutional']",[],['fine'],10,100.00,2025-09-15 09:01:53+00:00,2025-09-15 09:01:53+00:00
3565,44957,84,High,"['fraud', 'business', 'property', 'land', 'boundary', 'ownership', 'criminal', 'breach']",62805.96,87.11,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']","['property dispute', 'fraud']","['loss', 'damages']",10,100.00,2025-09-15 09:01:53+00:00,2025-09-15 09:01:53+00:00
3566,44958,36,Medium,"['criminal', 'fraud', 'property', 'ownership']",210735.00,1699.48,High,Property Dispute,"['Property Dispute', 'Fraud', 'Employment']",['fraud'],['fine'],5,100.00,2025-09-15 09:01:54+00:00,2025-09-15 09:01:54+00:00
3567,44959,10,Low,['criminal'],1699.00,77.23,Low,Property Dispute,"['Property Dispute', 'Administrative']",[],[],5,100.00,2025-09-15 09:01:54+00:00,2025-09-15 09:01:54+00:00
3568,44961,31,Medium,"['fraud', 'breach', 'family', 'property', 'land']",16425.00,110.98,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Employment']",['fraud'],[],7,100.00,2025-09-15 09:01:54+00:00,2025-09-15 09:01:54+00:00
3569,44963,38,Medium,"['fraud', 'contract', 'business', 'family', 'property', 'land', 'ownership']",21403.00,93.06,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Administrative']","['harassment', 'property dispute', 'fraud']","['loss', 'compensation', 'fine']",7,100.00,2025-09-15 09:01:54+00:00,2025-09-15 09:01:54+00:00
3570,44964,30,Medium,"['fraud', 'contract', 'breach', 'business', 'commercial']",233764.00,7540.77,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial']","['breach of contract', 'fraud']","['profit', 'payment', 'damages', 'loss']",5,0.00,2025-09-15 09:01:54+00:00,2025-09-15 09:01:54+00:00
3571,44965,3,Low,['contract'],5381.00,66.43,Low,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",[],"['investment', 'payment', 'damages', 'fine']",5,100.00,2025-09-15 09:01:54+00:00,2025-09-15 09:01:54+00:00
3572,44966,15,Low,"['commercial', 'property', 'land', 'ownership']",583844.08,8846.12,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['loss', 'profit', 'damages', 'compensation']",7,100.00,2025-09-15 09:01:55+00:00,2025-09-15 09:01:55+00:00
3573,44967,4,Low,"['divorce', 'custody']",2728.00,31.72,Low,Contract Dispute,"['Contract Dispute', 'Family Law']",[],"['loss', 'damages', 'compensation', 'settlement']",2,100.00,2025-09-15 09:01:55+00:00,2025-09-15 09:01:55+00:00
3574,44972,6,Low,"['family', 'property']",439.00,36.58,Low,Property Dispute,['Property Dispute'],[],[],2,100.00,2025-09-15 09:01:56+00:00,2025-09-15 09:01:56+00:00
3575,44974,13,Low,"['contract', 'family', 'land', 'ownership']",713810.00,28552.40,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",[],['payment'],2,0.00,2025-09-15 09:01:56+00:00,2025-09-15 09:01:56+00:00
3576,44975,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",21746.00,105.05,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",['property dispute'],"['loss', 'fine', 'settlement']",9,100.00,2025-09-15 09:01:56+00:00,2025-09-15 09:01:56+00:00
3577,44977,21,Medium,"['contract', 'breach', 'commercial', 'property', 'land', 'ownership']",52162.00,182.38,Medium,Employment,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['discrimination', 'harassment', 'breach of contract']","['loss', 'payment', 'damages', 'fine']",7,100.00,2025-09-15 09:01:56+00:00,2025-09-15 09:01:56+00:00
3578,44978,36,Medium,"['fraud', 'breach', 'commercial', 'property', 'land', 'ownership']",21242.00,75.06,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment', 'Constitutional', 'Administrative']","['property dispute', 'fraud']","['loss', 'damages']",5,100.00,2025-09-15 09:01:56+00:00,2025-09-15 09:01:56+00:00
3579,44980,6,Low,"['breach', 'commercial']",3654.00,58.94,Low,Contract Dispute,['Contract Dispute'],[],['payment'],2,0.00,2025-09-15 09:01:57+00:00,2025-09-15 09:01:57+00:00
3580,44981,31,Medium,"['criminal', 'drug', 'breach', 'land', 'ownership']",39052.00,158.75,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Constitutional']",[],[],9,0.00,2025-09-15 09:01:57+00:00,2025-09-15 09:01:57+00:00
3581,44983,12,Low,"['property', 'land', 'boundary']",3469.00,58.80,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],"['profit', 'damages']",5,100.00,2025-09-15 09:01:57+00:00,2025-09-15 09:01:57+00:00
3582,44984,16,Low,"['property', 'land', 'boundary', 'ownership']",37007.00,133.12,Medium,Property Dispute,"['Property Dispute', 'Commercial', 'Tort']",['negligence'],['fine'],5,100.00,2025-09-15 09:01:57+00:00,2025-09-15 09:01:57+00:00
3583,44985,4,Low,['land'],1204.00,54.73,Low,Property Dispute,"['Property Dispute', 'Commercial', 'Employment']",[],[],4,0.00,2025-09-15 09:01:57+00:00,2025-09-15 09:01:57+00:00
3584,44987,39,Medium,"['criminal', 'fraud', 'commercial', 'land', 'ownership']",40169.06,138.04,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Administrative']",['fraud'],"['loss', 'penalty', 'payment', 'fine']",5,100.00,2025-09-15 09:01:57+00:00,2025-09-15 09:01:57+00:00
3585,44988,9,Low,"['contract', 'breach', 'business']",26855.00,250.98,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['breach of contract'],"['refund', 'loss', 'payment', 'damages', 'restitution', 'profit', 'loan', 'compensation']",5,100.00,2025-09-15 09:01:58+00:00,2025-09-15 09:01:58+00:00
3586,44989,24,Medium,"['contract', 'commercial', 'family', 'property', 'land', 'boundary', 'ownership']",22789.00,156.09,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['property dispute'],"['payment', 'damages']",5,100.00,2025-09-15 09:01:58+00:00,2025-09-15 09:01:58+00:00
3587,44990,7,Low,"['breach', 'land']",17059.00,108.66,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Constitutional', 'Administrative']",[],"['debt', 'damages']",5,100.00,2025-09-15 09:01:58+00:00,2025-09-15 09:01:58+00:00
3588,44993,17,Low,"['land', 'business', 'family', 'property']",46581.33,85.94,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Constitutional', 'Administrative']",[],"['damages', 'compensation', 'fine', 'settlement']",10,100.00,2025-09-15 09:01:58+00:00,2025-09-15 09:01:58+00:00
3589,44995,24,Medium,"['corruption', 'contract', 'breach', 'commercial', 'land', 'ownership']",21652.00,94.96,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']","['discrimination', 'wrongful dismissal']","['payment', 'damages', 'compensation']",5,100.00,2025-09-15 09:01:59+00:00,2025-09-15 09:01:59+00:00
3590,44996,8,Low,"['property', 'land']",11944.00,85.31,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Employment', 'Administrative']",[],['damages'],5,100.00,2025-09-15 09:01:59+00:00,2025-09-15 09:01:59+00:00
3591,44999,37,Medium,"['fraud', 'business', 'property', 'land', 'boundary', 'ownership']",33854.51,165.95,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Employment']","['property dispute', 'fraud']","['damages', 'fine']",4,0.00,2025-09-15 09:01:59+00:00,2025-09-15 09:01:59+00:00
3592,45001,15,Low,"['contract', 'property', 'land', 'ownership']",8369.00,119.56,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",['harassment'],"['profit', 'damages', 'fine']",5,100.00,2025-09-15 09:01:59+00:00,2025-09-15 09:01:59+00:00
3593,45003,132,High,"['criminal', 'assault', 'violence', 'contract', 'business', 'divorce', 'custody', 'alimony', 'family', 'domestic', 'property', 'land', 'ownership']",306154.00,1530.77,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Criminal', 'Commercial', 'Constitutional']",['property dispute'],"['payment', 'mortgage', 'investment', 'profit', 'loan', 'debt', 'compensation', 'settlement']",10,100.00,2025-09-15 09:02:00+00:00,2025-09-15 09:02:00+00:00
3594,45004,41,Medium,"['criminal', 'breach', 'property', 'land', 'custody']",25960.00,81.13,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Family Law', 'Employment', 'Commercial']",[],"['penalty', 'fine']",10,100.00,2025-09-15 09:02:00+00:00,2025-09-15 09:02:00+00:00
3595,45009,13,Low,"['contract', 'family', 'land', 'boundary']",3226.00,46.09,Low,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment', 'Administrative']",[],"['loss', 'payment', 'compensation']",5,100.00,2025-09-15 09:02:00+00:00,2025-09-15 09:02:00+00:00
3596,45010,61,High,"['family', 'property', 'land', 'boundary', 'ownership', 'criminal', 'assault', 'robbery']",153296.73,256.78,High,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Administrative', 'Criminal']",['property dispute'],"['damages', 'fine']",10,100.00,2025-09-15 09:02:00+00:00,2025-09-15 09:02:00+00:00
3597,45011,3,Low,['contract'],117224.56,4341.65,High,Contract Dispute,"['Contract Dispute', 'Property Dispute']",[],"['debt', 'payment']",2,100.00,2025-09-15 09:02:01+00:00,2025-09-15 09:02:01+00:00
3598,45012,36,Medium,"['fraud', 'theft', 'contract', 'breach', 'family']",270363.96,667.57,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Criminal', 'Commercial', 'Employment']",['fraud'],"['refund', 'loss', 'payment', 'profit', 'loan', 'fine', 'debt']",2,100.00,2025-09-15 09:02:01+00:00,2025-09-15 09:02:01+00:00
3599,45013,32,Medium,"['fraud', 'divorce', 'family', 'domestic', 'property', 'land']",99793.00,229.41,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Family Law']","['family law', 'fraud']","['debt', 'payment', 'damages', 'loan']",5,100.00,2025-09-15 09:02:01+00:00,2025-09-15 09:02:01+00:00
3600,45015,9,Low,"['contract', 'family', 'land']",29761.00,386.51,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment']",[],"['refund', 'payment']",4,100.00,2025-09-15 09:02:01+00:00,2025-09-15 09:02:01+00:00
3601,45016,9,Low,"['contract', 'breach', 'business']",289876.00,1541.89,High,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Commercial', 'Employment']",['breach of contract'],"['refund', 'loss', 'payment', 'damages', 'investment', 'profit', 'loan', 'fine', 'debt', 'compensation']",5,100.00,2025-09-15 09:02:01+00:00,2025-09-15 09:02:01+00:00
3602,45017,18,Low,"['family', 'property', 'land', 'boundary', 'ownership']",12056.00,79.84,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute']",['property dispute'],['damages'],7,100.00,2025-09-15 09:02:01+00:00,2025-09-15 09:02:01+00:00
3603,45020,12,Low,"['property', 'land', 'boundary']",12992.00,75.53,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Administrative']",['property dispute'],['damages'],5,100.00,2025-09-15 09:02:02+00:00,2025-09-15 09:02:02+00:00
3604,45025,34,Medium,"['fraud', 'property', 'land', 'boundary', 'ownership']",29506.93,89.41,Medium,Property Dispute,"['Contract Dispute', 'Property Dispute', 'Fraud', 'Commercial', 'Constitutional']",['fraud'],"['loss', 'payment', 'damages', 'loan', 'mortgage']",5,100.00,2025-09-15 09:02:02+00:00,2025-09-15 09:02:02+00:00
3605,45027,24,Medium,"['contract', 'breach', 'family', 'land']",30146.00,86.63,Medium,Contract Dispute,"['Contract Dispute', 'Property Dispute', 'Employment', 'Constitutional']",[],"['investment', 'fine']",10,100.00,2025-09-15 09:02:03+00:00,2025-09-15 09:02:03+00:00
