id,name,registry_name,court_type,region,location,address,city,district,latitude,longitude,google_place_id,area_coverage,contact_phone,contact_email,website,court_picture_url,additional_images,operating_hours,is_active,is_verified,created_at,updated_at,created_by,updated_by,search_count,last_searched,notes,status
341,Nsoatre District Court,,District Court,Bono,Nsoatre,"Nsoatre District Court, Nsoatre, Bono",,,7.154901,-2.435893,,Jurisdiction covers Nsoatre and surrounding areas,+233 493 229 391,nsoatre.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nsoatre, Bono region",ACTIVE
343,Nsawkaw District Court,,District Court,Bono,Nsawkaw,"Nsawkaw District Court, Nsawkaw, Bono",,,7.215633,-2.640328,,Jurisdiction covers Nsawkaw and surrounding areas,+233 324 916 452,nsawkaw.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nsawkaw, Bono region",ACTIVE
345,Atebubu High Court,,High Court,Bono East,Atebubu,"Atebubu High Court, Atebubu, Bono East",,,7.587796,-1.716502,,Jurisdiction covers Atebubu and surrounding areas,+233 827 572 833,atebubu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Atebubu, Bono East region",ACTIVE
347,Kintampo Circuit Court,,Circuit Court,Bono East,Kintampo,"Kintampo Circuit Court, Kintampo, Bono East",,,7.847002,-1.857379,,Jurisdiction covers Kintampo and surrounding areas,+233 646 553 204,kintampo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kintampo, Bono East region",ACTIVE
349,Atebubu District Court,,District Court,Bono East,Atebubu,"Atebubu District Court, Atebubu, Bono East",,,7.145133,-1.696399,,Jurisdiction covers Atebubu and surrounding areas,+233 601 829 763,atebubu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Atebubu, Bono East region",ACTIVE
351,Techiman District Court,,District Court,Bono East,Techiman,"Techiman District Court, Techiman, Bono East",,,7.864207,-1.611916,,Jurisdiction covers Techiman and surrounding areas,+233 202 136 290,techiman.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Techiman, Bono East region",ACTIVE
353,Nkoranza District Court,,District Court,Bono East,Nkoranza,"Nkoranza District Court, Nkoranza, Bono East",,,7.680594,-1.381759,,Jurisdiction covers Nkoranza and surrounding areas,+233 918 183 733,nkoranza.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nkoranza, Bono East region",ACTIVE
355,Yeji District Court,,District Court,Bono East,Yeji,"Yeji District Court, Yeji, Bono East",,,7.378452,-1.305687,,Jurisdiction covers Yeji and surrounding areas,+233 490 740 268,yeji.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Yeji, Bono East region",ACTIVE
357,Goaso Circuit Court,,Circuit Court,Ahafo,GBVC,"Goaso Circuit Court, GBVC, Ahafo",,,6.940822,-1.702173,,Jurisdiction covers GBVC and surrounding areas,+233 290 427 867,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Ahafo region",ACTIVE
336,Berekum District Court,,District Court,Bono,Berekum,"Berekum District Court, Berekum, Bono",,,7.713103,-2.036596,,Jurisdiction covers Berekum and surrounding areas,+233 977 204 321,berekum.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Berekum, Bono region",ACTIVE
338,Sampa District Court,,District Court,Bono,Sampa,"Sampa District Court, Sampa, Bono",,,6.895226,-1.878697,,Jurisdiction covers Sampa and surrounding areas,+233 505 518 879,sampa.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Sampa, Bono region",ACTIVE
340,Wamfie District Court,,District Court,Bono,Wamfie,"Wamfie District Court, Wamfie, Bono",,,7.605557,-2.691986,,Jurisdiction covers Wamfie and surrounding areas,+233 684 865 127,wamfie.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Wamfie, Bono region",ACTIVE
342,Nkrankwanta District Court,,District Court,Bono,Nkrankwanta,"Nkrankwanta District Court, Nkrankwanta, Bono",,,7.358685,-2.522196,,Jurisdiction covers Nkrankwanta and surrounding areas,+233 661 706 935,nkrankwanta.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Nkrankwanta, Bono region",ACTIVE
344,Techiman High Court,,High Court,Bono East,Techiman,"Techiman High Court, Techiman, Bono East",,,7.003656,-1.149917,,Jurisdiction covers Techiman and surrounding areas,+233 973 100 943,techiman.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Techiman, Bono East region",ACTIVE
346,Techiman Circuit Court,,Circuit Court,Bono East,GBVC,"Techiman Circuit Court, GBVC, Bono East",,,7.126341,-1.31898,,Jurisdiction covers GBVC and surrounding areas,+233 962 197 691,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Bono East region",ACTIVE
348,Atebubu Circuit Court,,Circuit Court,Bono East,Atebubu,"Atebubu Circuit Court, Atebubu, Bono East",,,7.583736,-1.925007,,Jurisdiction covers Atebubu and surrounding areas,+233 832 805 749,atebubu.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Atebubu, Bono East region",ACTIVE
350,Kintampo District Court,,District Court,Bono East,Kintampo,"Kintampo District Court, Kintampo, Bono East",,,7.145755,-1.831085,,Jurisdiction covers Kintampo and surrounding areas,+233 497 112 877,kintampo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kintampo, Bono East region",ACTIVE
352,Kwame Danso District Court,,District Court,Bono East,Kwame Danso,"Kwame Danso District Court, Kwame Danso, Bono East",,,7.895588,-1.625439,,Jurisdiction covers Kwame Danso and surrounding areas,+233 674 156 301,kwamedanso.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kwame Danso, Bono East region",ACTIVE
354,Tuobodom District Court,,District Court,Bono East,Tuobodom,"Tuobodom District Court, Tuobodom, Bono East",,,7.526342,-1.508144,,Jurisdiction covers Tuobodom and surrounding areas,+233 459 391 742,tuobodom.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Tuobodom, Bono East region",ACTIVE
356,Jema District Court,,District Court,Bono East,Jema,"Jema District Court, Jema, Bono East",,,7.793834,-1.612991,,Jurisdiction covers Jema and surrounding areas,+233 723 580 377,jema.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Jema, Bono East region",ACTIVE
358,Duayaw Nkwanta Circuit Court,,Circuit Court,Ahafo,Duayaw Nkwanta,"Duayaw Nkwanta Circuit Court, Duayaw Nkwanta, Ahafo",,,7.424749,-2.101771,,Jurisdiction covers Duayaw Nkwanta and surrounding areas,+233 614 139 482,duayawnkwanta.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Duayaw Nkwanta, Ahafo region",ACTIVE
359,Hwidiem Circuit Court,,Circuit Court,Ahafo,Hwidiem,"Hwidiem Circuit Court, Hwidiem, Ahafo",,,6.775986,-1.527135,,Jurisdiction covers Hwidiem and surrounding areas,+233 370 414 745,hwidiem.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Hwidiem, Ahafo region",ACTIVE
361,Bechem District Court,,District Court,Ahafo,Bechem,"Bechem District Court, Bechem, Ahafo",,,6.890381,-2.266565,,Jurisdiction covers Bechem and surrounding areas,+233 588 822 199,bechem.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bechem, Ahafo region",ACTIVE
363,Duayaw Nkwanta District Court,,District Court,Ahafo,Duayaw Nkwanta,"Duayaw Nkwanta District Court, Duayaw Nkwanta, Ahafo",,,6.938771,-2.42235,,Jurisdiction covers Duayaw Nkwanta and surrounding areas,+233 646 336 446,duayawnkwanta.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Duayaw Nkwanta, Ahafo region",ACTIVE
365,Tamale High Court,,High Court,Northern,General,"Tamale High Court, Tamale, Northern Region",,,9.4008,-0.8393,,Jurisdiction covers General and surrounding areas,+233 372 020 123,tamale.highcourt@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in General, Northern region",ACTIVE
367,Commercial Court,,Unknown,Northern,Tamale,"Commercial Court, Tamale, Northern",,,9.374374,-1.081377,,Jurisdiction covers Tamale and surrounding areas,+233 890 102 276,tamale.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Tamale, Northern region",ACTIVE
369,Tamale Gender Based Violence Court,,Unknown,Northern,GBVC,"Tamale Gender Based Violence Court, GBVC, Northern",,,9.615567,-0.466524,,Jurisdiction covers GBVC and surrounding areas,+233 467 607 520,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, Northern region",ACTIVE
371,Tamale District Court,,District Court,Northern,Tamale,"Tamale District Court, Tamale, Northern",,,9.247936,-0.732861,,Jurisdiction covers Tamale and surrounding areas,+233 736 361 358,tamale.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Tamale, Northern region",ACTIVE
373,Wulensi District Court,,District Court,Northern,Wulensi,"Wulensi District Court, Wulensi, Northern",,,8.991337,-0.382624,,Jurisdiction covers Wulensi and surrounding areas,+233 447 315 206,wulensi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Wulensi, Northern region",ACTIVE
375,Damongo High Court,,High Court,Savannah,Damongo,"Damongo High Court, Damongo, Savannah",,,9.370609,-0.580377,,Jurisdiction covers Damongo and surrounding areas,+233 266 528 877,damongo.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Damongo, Savannah region",ACTIVE
377,Bole District Court,,District Court,Savannah,Bole,"Bole District Court, Bole, Savannah",,,9.400956,-1.379049,,Jurisdiction covers Bole and surrounding areas,+233 605 976 697,bole.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Bole, Savannah region",ACTIVE
379,Buipe District Court,,District Court,Savannah,Buipe,"Buipe District Court, Buipe, Savannah",,,9.340872,-1.114221,,Jurisdiction covers Buipe and surrounding areas,+233 555 902 592,buipe.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Buipe, Savannah region",ACTIVE
381,Nalerigu Circuit Court,,Circuit Court,North-East,GBVC,"Nalerigu Circuit Court, GBVC, North-East",,,10.390805,-0.202753,,Jurisdiction covers GBVC and surrounding areas,+233 327 518 777,gbvc.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in GBVC, North-East region",ACTIVE
362,Kenyasi District Court,,District Court,Ahafo,Kenyasi,"Kenyasi District Court, Kenyasi, Ahafo",,,7.206155,-1.887802,,Jurisdiction covers Kenyasi and surrounding areas,+233 751 214 881,kenyasi.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kenyasi, Ahafo region",ACTIVE
364,Kukuom District Court,,District Court,Ahafo,Kukuom,"Kukuom District Court, Kukuom, Ahafo",,,7.466623,-1.701669,,Jurisdiction covers Kukuom and surrounding areas,+233 948 995 259,kukuom.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Kukuom, Ahafo region",ACTIVE
366,High Court,,High Court,Northern,Unknown,"High Court, Unknown, Northern",,,8.926151,-1.16411,,Jurisdiction covers Unknown and surrounding areas,+233 400 245 362,unknown.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Unknown, Northern region",ACTIVE
368,Tamale Circuit Court,,Circuit Court,Northern,Tamale,"Tamale Circuit Court, Tamale, Northern",,,9.849516,-0.898942,,Jurisdiction covers Tamale and surrounding areas,+233 547 468 307,tamale.court@judicial.gov.gh,https://www.judicial.gov.gh,https://images.unsplash.com/photo-1589829545856-d10d557cf95f?w=500,,"{'monday': '9:00 AM - 5:00 PM', 'tuesday': '9:00 AM - 5:00 PM', 'wednesday': '9:00 AM - 5:00 PM', 'thursday': '9:00 AM - 5:00 PM', 'friday': '9:00 AM - 5:00 PM', 'saturday': '9:00 AM - 1:00 PM', 'sunday': 'Closed'}",True,True,2025-09-18 03:10:03,2025-09-18 03:22:34,,,0,,"Court located in Tamale, Northern region",ACTIVE
